audit_index,cutoff,panel_blocks,user_id,fast_target,fast_N30,slow_target,slow_N30,target_abs_error,target_match,N30_match,feature_window_end,target_window_start,target_window_end,feature_target_nonoverlap
897,2025-07-10,1,478426,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
898,2025-07-10,1,841393,65.01025105191884,4,65.01025105191884,4,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
899,2025-07-17,1,659811,56.645412640042636,2,56.645412640042636,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
900,2025-07-17,1,489957,5.93124065262067,1,5.93124065262067,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
901,2025-06-12,1,580615,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
902,2025-09-18,3,44270,627.5730402055237,4,627.5730402055237,4,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
903,2025-10-16,3,734779,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
904,2025-06-05,1,459905,179.94803826027,3,179.94803826027,3,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
905,2025-08-14,1,494937,38.3555401413224,1,38.3555401413224,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
906,2025-07-17,1,641612,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
907,2025-09-04,3,682196,35.6220298578433,1,35.6220298578433,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
908,2025-10-16,3,622495,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
909,2025-04-03,1,879923,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
910,2025-06-26,1,61251,41.5150243515822,1,41.5150243515822,1,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
911,2025-05-15,1,383108,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
912,2025-09-11,1,336407,60.52724564361405,3,60.52724564361405,3,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
913,2025-04-10,1,101074,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
914,2025-08-28,1,300187,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
915,2025-05-15,1,227180,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
916,2025-06-05,1,620486,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
917,2025-06-05,1,296495,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
918,2025-07-31,1,134993,15.6779027643465,1,15.6779027643465,1,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
919,2025-06-26,1,408006,106.7186278517411,2,106.7186278517411,2,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
920,2025-09-11,1,291641,56.51589842331286,4,56.51589842331286,4,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
921,2025-09-04,3,261369,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
922,2025-08-07,1,693225,38.89810201353586,2,38.89810201353586,2,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
923,2025-07-03,1,100085,789.5830851218016,9,789.5830851218014,9,1.1368683772161603e-13,True,True,2025-07-03,2025-07-04,2025-08-02,True
924,2025-10-16,3,161736,71.4269596315997,2,71.4269596315997,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
925,2025-07-03,1,490797,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
926,2025-09-11,1,877289,15.4858533765374,1,15.4858533765374,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
927,2025-08-14,1,140273,65.5579182299724,3,65.5579182299724,3,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
928,2025-06-12,1,814751,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
929,2025-09-18,3,100715,332.8107249207141,5,332.8107249207141,5,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
930,2025-04-17,1,653307,72.67464693938092,3,72.67464693938092,3,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
931,2025-08-07,1,649949,299.07613636681685,3,299.0761363668169,3,5.684341886080802e-14,True,True,2025-08-07,2025-08-08,2025-09-06,True
932,2025-05-22,1,392133,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
933,2025-08-07,1,271796,34.6971936417516,1,34.6971936417516,1,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
934,2025-08-28,1,523582,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
935,2025-05-15,1,183067,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
936,2025-04-24,1,637439,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
937,2025-05-29,1,495099,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
938,2025-04-03,1,203993,42.6339461856277,1,42.6339461856277,1,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
939,2025-06-05,1,218215,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
940,2025-07-31,1,352773,341.9888865759246,7,341.9888865759246,7,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
941,2025-09-04,1,487620,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
942,2025-08-21,1,314782,11.9329438019522,1,11.9329438019522,1,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
943,2025-07-03,1,840379,24.6924555366129,1,24.6924555366129,1,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
944,2025-04-10,1,687861,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
945,2025-08-21,1,599399,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
946,2025-06-05,1,50059,256.584827114108,6,256.584827114108,6,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
947,2025-09-04,3,58895,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
948,2025-05-01,1,583634,9.93670091198797,1,9.93670091198797,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
949,2025-07-03,1,871444,23.0701935658625,1,23.0701935658625,1,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
950,2025-06-12,1,162893,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
951,2025-06-19,1,916639,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
952,2025-09-04,1,474326,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
953,2025-06-26,1,890598,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
954,2025-07-03,1,203953,307.0125261461759,4,307.0125261461759,4,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
955,2025-10-16,3,823581,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
956,2025-04-03,1,587475,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
957,2025-10-02,3,804577,427.72900617651703,2,427.72900617651703,2,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
958,2025-09-04,3,559919,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
959,2025-05-29,1,767730,116.61758467855691,4,116.61758467855691,4,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
960,2025-07-17,1,69353,17.50685027057679,2,17.50685027057679,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
961,2025-05-08,1,918147,425.703307552056,14,425.70330755205606,14,5.684341886080802e-14,True,True,2025-05-08,2025-05-09,2025-06-07,True
962,2025-06-19,1,640939,27.2239297065477,1,27.2239297065477,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
963,2025-08-21,1,799265,66.05927655149387,3,66.05927655149387,3,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
964,2025-10-02,3,805556,198.6259769852406,2,198.6259769852406,2,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
965,2025-10-02,3,637987,21.6063016414565,1,21.6063016414565,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
966,2025-05-01,1,143809,18.0888628631806,1,18.0888628631806,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
967,2025-05-15,1,148594,22.9362410987014,1,22.9362410987014,1,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
968,2025-09-04,1,304626,37.4177044112615,2,37.4177044112615,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
969,2025-04-24,1,135781,71.32252680453531,3,71.32252680453531,3,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
970,2025-07-24,1,420580,313.1249436288053,8,313.12494362880534,8,5.684341886080802e-14,True,True,2025-07-24,2025-07-25,2025-08-23,True
971,2025-07-24,1,562390,229.221699609162,1,229.221699609162,1,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
972,2025-04-24,1,299216,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
973,2025-07-31,1,113813,207.97967005902643,8,207.97967005902643,8,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
974,2025-04-24,1,422926,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
975,2025-08-21,1,433511,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
976,2025-09-11,1,592335,18.2790510104645,1,18.2790510104645,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
977,2025-07-03,1,496923,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
978,2025-08-14,1,845499,55.2088908564228,3,55.2088908564228,3,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
979,2025-07-31,1,61145,101.2817279200707,5,101.2817279200707,5,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
980,2025-04-24,1,843337,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
981,2025-05-22,1,374550,41.2092334356661,2,41.2092334356661,2,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
982,2025-05-08,1,358684,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
983,2025-05-08,1,324826,40.33914172668939,5,40.33914172668939,5,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
984,2025-06-19,1,297127,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
985,2025-08-07,1,917992,55.0023392873775,1,55.0023392873775,1,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
986,2025-06-26,1,707734,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
987,2025-07-17,1,666830,128.10392327373108,2,128.10392327373108,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
988,2025-06-19,1,163280,99.79382318639368,2,99.79382318639368,2,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
989,2025-06-12,1,582340,27.6543035178933,1,27.6543035178933,1,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
990,2025-07-24,1,855147,78.8422520863592,3,78.8422520863592,3,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
991,2025-07-31,1,794861,0.0,0,0.0,0,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
992,2025-09-04,1,15780,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
993,2025-08-21,1,646249,8.55923143785976,2,8.55923143785976,2,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
994,2025-06-19,1,609319,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
995,2025-07-03,1,621292,14.284901936718619,2,14.284901936718619,2,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
996,2025-05-15,1,501459,440.1217895448789,8,440.1217895448789,8,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
997,2025-04-10,1,334882,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
998,2025-08-14,1,633845,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
999,2025-08-28,1,682634,156.034307009475,1,156.034307009475,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
